Order_Id,Product_Id,Product_Name,User_Id,Order_Date,Return,City,Country,Client_Id,Client_Email,Order_Latitude,Order_Length,Client_Name,Birth_Day,Deliver_Man_Id,Name_Deliver_Man,Product_Cost,Product_Value
36833249,2,charger smartphone,38167521,"1978,11,19",0,erda,POLOMBIA,96483577,jaygill@example.org,10.4002813,-75.5,Glen Mcmillan,"1978,11,19",267,Evan Jackson,78,133
43495998,3,headphones,66012354,"1978,11,07",0,tierra de changua,POLOMBIA,92294702,mitchellnichole@example.net,4.648625,-74.1,Vincent Lucas,"1978,11,07",644,Teresa Wiley,967,642
73985541,1,PC,70228578,"2006,09,07",0,tierra de changua,POLOMBIA,13217446,wmitchell@example.com,4.648625,-74.1,Justin Lambert,"2006,09,07",890,Cynthia Allen,762,852
57205884,4,cases,13463506,"1986,11,07",0,erda,POLOMBIA,54858549,donald90@example.org,10.4002813,-75.5,Steve Salinas,"1986,11,07",903,Billy Parker,528,500
14706179,4,cases,21246275,"2010,12,21",0,MEDALLO,POLOMBIA,11161593,barbarahood@example.com,6.2441988,-75.6,Tyler Logan,"2010,12,21",333,Devon Villanueva,997,387
38404324,3,headphones,90646247,"2013,12,03",0,MEDALLO,POLOMBIA,92142350,vbarrera@example.com,6.2441988,-75.6,Michael Taylor,"2013,12,03",180,Christopher Collins,945,805
165309,3,headphones,58749666,"2001,06,07",0,erda,POLOMBIA,37740820,aschmitt@example.org,10.4002813,-75.5,Bonnie Williams,"2001,06,07",389,Mrs. Amy Mathis DDS,273,312
32730981,3,headphones,38492441,"1990,06,08",0,MEDALLO,POLOMBIA,90317545,hrodriguez@example.com,6.2441988,-75.6,Cassidy Burns DDS,"1990,06,08",603,Janice Flores,587,464
27978873,4,cases,70994646,"2018,02,04",0,erda,POLOMBIA,15394276,ndavis@example.net,10.4002813,-75.5,Laura Sanders,"2018,02,04",437,Michael Mcgrath,802,65
48129377,1,PC,90284131,"2005,04,05",0,tierra de changua,POLOMBIA,61454915,egreene@example.com,4.648625,-74.1,Stephen Branch,"2005,04,05",321,Christopher Robinson,396,353
50555540,2,charger smartphone,63634532,"2003,10,08",0,erda,POLOMBIA,1880662,nancygreen@example.com,10.4002813,-75.5,Cynthia Evans,"2003,10,08",846,Debbie Robertson,201,471
84060394,3,headphones,21021819,"2016,10,29",0,erda,POLOMBIA,43119434,bhunt@example.net,10.4002813,-75.5,Larry Jackson,"2016,10,29",902,Michael Walker,313,148
98289430,2,charger smartphone,47322462,"1990,09,06",0,paloma city,Jaime,8873623,nortonbenjamin@example.org,-12.037964,-77.0503238,Keith Cummings,"1990,09,06",860,Tanya Berry,735,935
82937541,5,selfie stick,10509821,"2009,06,11",0,MEDALLO,POLOMBIA,23381426,shaun80@example.com,6.2441988,-75.6,Raymond Brooks,"2009,06,11",604,Tim Marsh,708,585
80381355,2,charger smartphone,16855288,"2009,11,08",0,MEDALLO,POLOMBIA,95056850,coxchristopher@example.org,6.2441988,-75.6,Wayne Neal,"2009,11,08",843,Heather Watson,569,525
98885516,4,cases,32843999,"2008,09,12",3,tierra de changua,POLOMBIA,94337936,scottgonzalez@example.org,4.648625,-74.1,Nicholas Ortiz,"2008,09,12",544,Edward Steele,835,241
63500839,2,charger smartphone,40510598,"2012,12,18",0,paloma city,Jaime,48969080,fpena@example.org,-12.037964,-77.0503238,Megan Gibson,"2012,12,18",114,Steve Buchanan,266,151
54830087,1,PC,96583911,"1990,06,22",0,erda,POLOMBIA,18264140,justinbaker@example.com,10.4002813,-75.5,Patrick Lee,"1990,06,22",802,James Carpenter,660,805
30783594,5,selfie stick,3663742,"1997,07,04",0,MEDALLO,POLOMBIA,18496628,flemingtammy@example.net,6.2441988,-75.6,Andrew Watts,"1997,07,04",806,Elizabeth Martin,373,324
79735608,4,cases,27346373,"1991,09,08",0,erda,POLOMBIA,83015929,harrisoneric@example.org,10.4002813,-75.5,Cassidy Bowman,"1991,09,08",561,Christina Johnson,818,853
78271393,2,charger smartphone,12674211,"2016,03,19",1,tierra de changua,POLOMBIA,61982509,davisstephanie@example.org,4.648625,-74.1,Bianca Johnson,"2016,03,19",149,David Lowe,551,139
55070972,1,PC,65827335,"1973,01,17",0,MEDALLO,POLOMBIA,77181248,jenniferbailey@example.net,6.2441988,-75.6,Tristan Moreno,"1973,01,17",735,Caroline White,80,146
41056562,5,selfie stick,30931642,"2016,09,27",0,paloma city,Jaime,66895026,jennifergreen@example.net,-12.037964,-77.0503238,Tracy Morris,"2016,09,27",477,Brian Mora,656,306
17243958,3,headphones,73425077,"2016,08,24",0,erda,POLOMBIA,99616172,codynavarro@example.net,10.4002813,-75.5,Yvonne Ho,"2016,08,24",606,Frances Wallace,898,167
95771633,2,charger smartphone,67748033,"1974,07,29",0,paloma city,Jaime,52993013,courtneypatel@example.org,-12.037964,-77.0503238,Dylan Dunn,"1974,07,29",308,Joseph Moore,119,833
9639195,2,charger smartphone,76045306,"2005,01,14",0,tierra de changua,POLOMBIA,96423377,thompsonjason@example.net,4.648625,-74.1,Cynthia Rosales,"2005,01,14",771,Stephanie Choi,214,921
76803676,3,headphones,587084,"2014,10,24",0,paloma city,Jaime,52541319,allison20@example.org,-12.037964,-77.0503238,Scott Day,"2014,10,24",51,Jillian Murray,771,603
68278950,2,charger smartphone,71907366,"1973,09,16",0,tierra de changua,POLOMBIA,76579445,cassandracook@example.com,4.648625,-74.1,Elaine Macdonald,"1973,09,16",69,Steven Rodriguez,274,953
96185317,1,PC,76101791,"2008,11,07",0,paloma city,Jaime,18406572,amorgan@example.org,-12.037964,-77.0503238,Sandra Barnes,"2008,11,07",877,Sara Thomas,835,571
6117919,5,selfie stick,31467434,"1985,12,05",0,erda,POLOMBIA,89033936,russelladrian@example.com,10.4002813,-75.5,Jose Smith,"1985,12,05",130,David Matthews,673,650
38482316,2,charger smartphone,42533567,"2021,04,19",1,paloma city,Jaime,36256039,pkaiser@example.net,-12.037964,-77.0503238,Jennifer Brown,"2021,04,19",601,Gregory Turner,968,300
35377153,2,charger smartphone,61623865,"2002,11,21",0,MEDALLO,POLOMBIA,71849711,ybrady@example.com,6.2441988,-75.6,Randy Banks,"2002,11,21",217,Katelyn Burnett,84,919
86454266,5,selfie stick,16277028,"1996,03,18",0,tierra de changua,POLOMBIA,10424714,garciarachel@example.com,4.648625,-74.1,Lynn Rodriguez,"1996,03,18",898,Tanya Richardson,344,855
46369357,4,cases,66777736,"2007,02,26",0,tierra de changua,POLOMBIA,89473675,paul22@example.net,4.648625,-74.1,Jeremy Robinson,"2007,02,26",766,Jacob Lawson,910,382
23866901,5,selfie stick,25605888,"1972,06,20",2,paloma city,Jaime,52144182,raymond15@example.org,-12.037964,-77.0503238,Stephanie Fisher,"1972,06,20",328,Travis Turner,845,365
66563071,2,charger smartphone,67039130,"2004,08,11",0,erda,POLOMBIA,39486583,youngmaria@example.net,10.4002813,-75.5,Todd Martinez,"2004,08,11",810,Stephanie Jimenez,922,123
54417300,4,cases,13096967,"1995,12,28",0,MEDALLO,POLOMBIA,38076659,michaelrichard@example.org,6.2441988,-75.6,Christopher Craig,"1995,12,28",686,Theresa Hernandez PhD,438,889
33403967,4,cases,9626444,"2020,11,04",0,paloma city,Jaime,76607330,sandra96@example.org,-12.037964,-77.0503238,James Odom,"2020,11,04",756,Kathleen Dunlap,151,486
35913899,1,PC,79653684,"1994,03,28",0,tierra de changua,POLOMBIA,88914704,kochkenneth@example.org,4.648625,-74.1,Taylor Reyes,"1994,03,28",915,Jennifer Fletcher,145,645
40611449,4,cases,53197903,"1999,01,29",0,tierra de changua,POLOMBIA,93317652,santosshannon@example.com,4.648625,-74.1,Kathryn Johnson,"1999,01,29",691,Brandon Schroeder,893,411
38971506,4,cases,22193917,"1999,09,15",5,tierra de changua,POLOMBIA,44554659,fanthony@example.net,4.648625,-74.1,Russell Alexander,"1999,09,15",948,Alex Delgado,736,303
34179036,4,cases,40396829,"2013,01,06",0,tierra de changua,POLOMBIA,21845363,madison73@example.com,4.648625,-74.1,Cassandra Skinner,"2013,01,06",234,Jacqueline Castro,890,180
49327661,4,cases,41802982,"2008,07,29",0,erda,POLOMBIA,13554600,xfernandez@example.org,10.4002813,-75.5,Matthew Johnson,"2008,07,29",659,Andrew Rich,207,447
41218367,4,cases,3657848,"2002,08,22",0,MEDALLO,POLOMBIA,7406641,jamestaylor@example.com,6.2441988,-75.6,Connie Lambert,"2002,08,22",229,Keith Hanson,718,276
50626445,4,cases,20288344,"2014,10,14",0,erda,POLOMBIA,11607219,marshallamber@example.net,10.4002813,-75.5,Mr. Chris Newton MD,"2014,10,14",346,Vanessa Calderon,156,16
55057109,2,charger smartphone,22996901,"2015,06,01",0,MEDALLO,POLOMBIA,61715354,robert16@example.net,6.2441988,-75.6,Arthur Moore,"2015,06,01",209,Ryan Callahan,708,245
33847182,5,selfie stick,7098511,"1990,02,23",0,MEDALLO,POLOMBIA,80103936,holly02@example.org,6.2441988,-75.6,Lauren Hughes,"1990,02,23",726,Nancy Boyd,673,590
91087236,5,selfie stick,38504946,"1993,11,04",0,MEDALLO,POLOMBIA,71963896,matthewrodriguez@example.org,6.2441988,-75.6,Susan Williams,"1993,11,04",632,Jon Rice,811,661
40343817,5,selfie stick,30764944,"2021,07,25",0,paloma city,Jaime,32033257,burnettmichael@example.net,-12.037964,-77.0503238,Holly Sanders,"2021,07,25",621,Bradley Craig,938,383
50655317,4,cases,89593571,"1972,02,29",4,MEDALLO,POLOMBIA,1851045,adriana18@example.org,6.2441988,-75.6,Carlos Ayers,"1972,02,29",29,Rachel Wagner,759,947
5809162,1,PC,84946926,"1974,05,07",0,tierra de changua,POLOMBIA,17822342,jacobaustin@example.com,4.648625,-74.1,Rebecca Estrada,"1974,05,07",430,Michael Perez,989,620
81441301,5,selfie stick,7396761,"1983,07,22",0,MEDALLO,POLOMBIA,60934553,ashleyhines@example.com,6.2441988,-75.6,Nicholas Smith,"1983,07,22",667,Lauren Martinez,215,65
87440622,1,PC,2891593,"1980,12,27",0,tierra de changua,POLOMBIA,42284100,samantha22@example.com,4.648625,-74.1,Kenneth Blair,"1980,12,27",521,Dr. Tonya Munoz,234,248
75343148,3,headphones,81530420,"2010,01,30",0,paloma city,Jaime,60541900,knolan@example.net,-12.037964,-77.0503238,Jason Rush,"2010,01,30",313,Brett Brown,780,811
89499069,4,cases,23647718,"2007,09,22",0,erda,POLOMBIA,36642125,linda36@example.org,10.4002813,-75.5,Kristin Nguyen,"2007,09,22",774,Ruben Johnson,654,333
21393432,1,PC,26164576,"2015,01,18",0,paloma city,Jaime,85447353,susanmaddox@example.net,-12.037964,-77.0503238,Danny Lewis,"2015,01,18",89,Rodney West,608,592
79473590,1,PC,73498230,"2020,09,05",3,tierra de changua,POLOMBIA,72312938,smiller@example.net,4.648625,-74.1,Brenda Haas,"2020,09,05",865,Nicholas Johnson,92,535
64214269,5,selfie stick,68407097,"1995,08,14",0,MEDALLO,POLOMBIA,34879309,scaldwell@example.net,6.2441988,-75.6,Natalie Ruiz,"1995,08,14",137,Melanie Mckinney,233,68
39327765,4,cases,52896236,"2010,10,07",0,tierra de changua,POLOMBIA,33603414,freemanaudrey@example.org,4.648625,-74.1,Cynthia Davila,"2010,10,07",842,Timothy Taylor,859,984
